case	barcode_normal	barcode_tumor	uuid_normal	uuid_tumor	chr1:111755648_normal	chr1:111755648_tumor	chr1:120973520_normal	chr1:120973520_tumor	chr1:125167749_normal	chr1:125167749_tumor	chr1:125167927_normal	chr1:125167927_tumor	chr1:143184833_normal	chr1:143184833_tumor	chr1:143191791_normal	chr1:143191791_tumor	chr1:143213623_normal	chr1:143213623_tumor	chr1:143217536_normal	chr1:143217536_tumor	chr1:143218105_normal	chr1:143218105_tumor	chr1:185156770_normal	chr1:185156770_tumor	chr10:41909522_normal	chr10:41909522_tumor	chr10:41910866_normal	chr10:41910866_tumor	chr10:42067190_normal	chr10:42067190_tumor	chr10:73969_normal	chr10:73969_tumor	chr14:75794999_normal	chr14:75794999_tumor	chr16:34582307_normal	chr16:34582307_tumor	chr16:34583579_normal	chr16:34583579_tumor	chr16:68738315_normal	chr16:68738315_tumor	chr17:59381297_normal	chr17:59381297_tumor	chr20:29080591_normal	chr20:29080591_tumor	chr20:29080600_normal	chr20:29080600_tumor	chr20:31661448_normal	chr20:31661448_tumor	chr20:34526476_normal	chr20:34526476_tumor	chr21:32413109_normal	chr21:32413109_tumor	chr3:47586910_normal	chr3:47586910_tumor	chr3:75669082_normal	chr3:75669082_tumor	chr3:75669400_normal	chr3:75669400_tumor	chr5:40681256_normal	chr5:40681256_tumor	chr5:49657236_normal	chr5:49657236_tumor	chr5:49657316_normal	chr5:49657316_tumor	chr5:49658235_normal	chr5:49658235_tumor	chr5:49660983_normal	chr5:49660983_tumor	chr8:102395112_normal	chr8:102395112_tumor	chr8:127891443_normal	chr8:127891443_tumor	chr8:128267540_normal	chr8:128267540_tumor	chr8:13132891_normal	chr8:13132891_tumor	chr9:135751043_normal	chr9:135751043_tumor
TCGA-AO-A03V	TCGA-AO-A03V-10A	TCGA-AO-A03V-01A	edea8cc9-dfd4-498a-9794-d2d2259774d5	4ce55df4-3bec-4562-89c1-e44d60556412	12	3.0	0.0	0.0	0.0	1.0	1.0	3.0	2.0	1.0	0.0	0.0	2.0	2.0	11.0	7.0	2.0	4.0	2.0	5.0	1.0	0.0	2.0	3.0	0.0	4.0	0.0	0.0	6.0	12.0	9.0	14.0	2.0	7.0	15.0	8.0	0.0	0.0	3.0	1.0	2.0	1.0	1.0	2.0	10.0	12	7.0	14.0	0.0	1.0	0.0	3.0	1.0	0.0	16	20	4.0	1.0	1.0	2.0	0.0	2.0	3.0	7.0	3.0	2.0	0.0	4.0	2.0	2.0	11.0	3.0	27.0	5
TCGA-AO-A0J2	TCGA-AO-A0J2-10A	TCGA-AO-A0J2-01A	16eb4291-7215-4a85-a835-3ec166fc8c8f	b4e4da48-60ee-41e0-affd-bd530e4b649c	3	3.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	13.0	0.0	7.0	4.0	11.0	0.0	0.0	1.0	3.0	0.0	3.0	0.0	0.0	52.0	4.0	4.0	15.0	2.0	14.0	20.0	8.0	2.0	1.0	2.0	3.0	3.0	2.0	2.0	0.0	44.0	21	8.0	1.0	1.0	0.0	4.0	0.0	0.0	0.0	29	7	2.0	5.0	1.0	4.0	0.0	9.0	1.0	8.0	8.0	2.0	3.0	1.0	6.0	2.0	3.0	1.0	15.0	3
TCGA-AO-A0J3	TCGA-AO-A0J3-10A	TCGA-AO-A0J3-01A	f768cf1e-00c9-4dfe-be06-ad05254ba884	8b556c9f-70ad-485f-a0cc-85dc51e94ee2	9	7.0	0.0	4.0	0.0	5.0	0.0	6.0	0.0	7.0	0.0	1.0	0.0	2.0	3.0	62.0	0.0	30.0	8.0	3.0	0.0	0.0	2.0	2.0	0.0	10.0	1.0	1.0	3.0	14.0	1.0	131.0	4.0	103.0	39.0	16.0	0.0	1.0	4.0	6.0	6.0	5.0	1.0	6.0	42.0	20	18.0	3.0	0.0	0.0	0.0	1.0	0.0	2.0	21	17	1.0	19.0	1.0	12.0	1.0	11.0	0.0	23.0	0.0	2.0	0.0	4.0	1.0	1.0	2.0	7.0	11.0	4
TCGA-AO-A0J4	TCGA-AO-A0J4-10A	TCGA-AO-A0J4-01A	5651fd11-5991-4149-a88b-97b30f7f2c35	81e893da-bc9e-40bf-ba44-2baf6cc52b74	11	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	13.0	23.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	13.0	1.0	2.0	2.0	4.0	30.0	19.0	0.0	0.0	1.0	1.0	2.0	1.0	1.0	0.0	35.0	33	7.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	23	26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	2.0	11.0	7.0	11.0	9
TCGA-AO-A0J5	TCGA-AO-A0J5-10A	TCGA-AO-A0J5-01A	407171eb-8370-4342-8d95-ec0eb198469f	eb097bfe-e9a7-4264-a4c4-08af4529f440	6	9.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	2.0	2.0	4.0	9.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	10.0	19.0	0.0	3.0	1.0	2.0	25.0	14.0	0.0	0.0	2.0	3.0	2.0	2.0	1.0	3.0	19.0	37	8.0	5.0	0.0	0.0	1.0	0.0	0.0	1.0	15	34	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	0.0	1.0	0.0	4.0	4.0	10.0	11.0	16
TCGA-AO-A0J6	TCGA-AO-A0J6-10A	TCGA-AO-A0J6-01A	3cc1c78a-bec0-4c55-a89c-5cc6d5dbae18	810c45e7-fc26-41ff-b59d-429ec8f64884	5	11.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	4.0	4.0	0.0	2.0	6.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	9.0	3.0	1.0	3.0	2.0	28.0	16.0	0.0	2.0	2.0	6.0	1.0	6.0	1.0	0.0	34.0	19	11.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	31	19	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	4.0	0.0	1.0	0.0	2.0	1.0	2.0	5.0	8.0	6
TCGA-AO-A0J7	TCGA-AO-A0J7-10A	TCGA-AO-A0J7-01A	0d5bd375-1533-4f82-b6c4-aece44fd8409	ccf8ebb8-4af6-4507-8d91-61b2637d23ef	12	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	5.0	0.0	0.0	4.0	7.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0	11.0	6.0	4.0	4.0	6.0	29.0	19.0	0.0	0.0	3.0	5.0	3.0	4.0	1.0	3.0	25.0	42	12.0	12.0	0.0	0.0	2.0	0.0	0.0	0.0	32	38	0.0	3.0	0.0	2.0	0.0	0.0	1.0	3.0	0.0	7.0	1.0	0.0	0.0	6.0	5.0	13.0	6.0	12
TCGA-AO-A0J8	TCGA-AO-A0J8-10A	TCGA-AO-A0J8-01A	f7e03bc7-9db4-4b92-a9e3-50ba79cb63dd	e78f46a8-7c66-4f43-a6d9-4f6326af84c8	10	7.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	2.0	0.0	1.0	0.0	4.0	6.0	60.0	2.0	25.0	7.0	10.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	16.0	3.0	5.0	20.0	5.0	13.0	51.0	24.0	0.0	0.0	9.0	6.0	5.0	4.0	3.0	0.0	31.0	15	13.0	11.0	2.0	0.0	0.0	1.0	0.0	0.0	15	34	0.0	8.0	1.0	3.0	1.0	7.0	0.0	9.0	2.0	0.0	2.0	0.0	1.0	0.0	10.0	6.0	10.0	22
TCGA-AO-A0J9	TCGA-AO-A0J9-10A	TCGA-AO-A0J9-01A	e6f0ea21-27d9-484f-aa5c-2dfbab9303d4	5a9ba8b7-ce2f-4e7e-b7c1-fee598f6e906	6	8.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	15.0	0.0	7.0	6.0	9.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0	1.0	16.0	62.0	5.0	6.0	3.0	6.0	24.0	21.0	1.0	3.0	4.0	9.0	4.0	10.0	0.0	25.0	17.0	39	7.0	6.0	0.0	1.0	0.0	2.0	0.0	2.0	17	60	3.0	4.0	0.0	2.0	0.0	2.0	0.0	1.0	0.0	5.0	2.0	7.0	1.0	6.0	1.0	8.0	8.0	11
TCGA-AO-A0JA	TCGA-AO-A0JA-10A	TCGA-AO-A0JA-01A	3de644cf-1746-4cc8-b4c8-47691a44f0d5	5811b041-ed1b-4303-bea0-114eed06541b	10	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	5.0	0.0	0.0	2.0	5.0	3.0	15.0	6.0	17.0	6.0	15.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	2.0	1.0	12.0	26.0	9.0	22.0	0.0	0.0	0.0	0.0	5.0	2.0	5.0	2.0	0.0	2.0	3.0	8	5.0	1.0	0.0	1.0	585.0	405.0	264.0	163.0	51	41	2.0	3.0	1.0	2.0	5.0	3.0	1.0	3.0	3.0	2.0	0.0	1.0	2.0	1.0	0.0	1.0	9.0	3
TCGA-AO-A0JB	TCGA-AO-A0JB-10A	TCGA-AO-A0JB-01A	98e78f7c-6430-40e3-9c32-4446e7173885	2ed9856f-72da-46cd-a4bf-9b31254bf3c4	9	8.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	1.0	9.0	21.0	7.0	20.0	14.0	13.0	1.0	2.0	2.0	3.0	0.0	2.0	0.0	0.0	0.0	2.0	4.0	34.0	14.0	39.0	0.0	0.0	1.0	0.0	4.0	3.0	3.0	5.0	5.0	2.0	10.0	6	0.0	1.0	0.0	0.0	462.0	276.0	159.0	117.0	59	50	1.0	15.0	0.0	6.0	2.0	7.0	1.0	8.0	3.0	3.0	0.0	2.0	1.0	5.0	2.0	1.0	10.0	6
TCGA-AO-A0JC	TCGA-AO-A0JC-10A	TCGA-AO-A0JC-01A	7676cf61-e5c5-4776-bb2a-267ebc1691e3	7bd2a8b3-9664-4618-b520-3ebffeac1688	4	13.0	2.0	0.0	0.0	2.0	0.0	2.0	1.0	3.0	0.0	1.0	0.0	2.0	7.0	37.0	7.0	15.0	10.0	17.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	2.0	2.0	4.0	13.0	25.0	5.0	35.0	0.0	1.0	0.0	0.0	3.0	6.0	2.0	5.0	0.0	0.0	4.0	5	2.0	2.0	0.0	0.0	228.0	438.0	99.0	186.0	34	64	1.0	6.0	1.0	5.0	2.0	4.0	3.0	9.0	2.0	3.0	0.0	0.0	2.0	4.0	1.0	2.0	5.0	4
TCGA-AO-A0JD	TCGA-AO-A0JD-10A	TCGA-AO-A0JD-01A	45d87114-ce09-4c07-a0db-633dc77f5892	8cc66c86-d1f9-4441-89c3-80ac762f3706	5	10.0	0.0	2.0	0.0	1.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	13.0	1.0	14.0	8.0	26.0	0.0	1.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	30.0	9.0	27.0	0.0	1.0	0.0	0.0	1.0	3.0	2.0	5.0	0.0	0.0	6.0	9	2.0	0.0	0.0	0.0	312.0	311.0	98.0	112.0	52	51	0.0	7.0	1.0	6.0	2.0	5.0	3.0	9.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	7
TCGA-AO-A0JE	TCGA-AO-A0JE-10A	TCGA-AO-A0JE-01A	d06aa933-52a1-438f-8079-82ff974370fa	74fc3b33-c50b-4073-ad28-5de3d3c144e4	10	2.0	0.0	0.0	0.0	0.0	1.0	5.0	3.0	4.0	0.0	1.0	1.0	4.0	10.0	33.0	10.0	25.0	25.0	7.0	1.0	2.0	1.0	1.0	0.0	2.0	0.0	1.0	0.0	1.0	17.0	45.0	16.0	34.0	1.0	0.0	1.0	0.0	5.0	0.0	4.0	0.0	1.0	1.0	5.0	7	2.0	0.0	0.0	0.0	467.0	216.0	207.0	77.0	54	38	4.0	3.0	2.0	3.0	3.0	2.0	4.0	5.0	0.0	2.0	0.0	0.0	1.0	2.0	3.0	0.0	6.0	2
TCGA-AO-A0JF	TCGA-AO-A0JF-10A	TCGA-AO-A0JF-01A	8c8afa06-0009-456d-a550-8d44e6ac8219	36c508d0-8728-44da-9d58-0d121a930dcc	3	8.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	3.0	0.0	0.0	3.0	0.0	11.0	20.0	8.0	18.0	9.0	22.0	0.0	3.0	1.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	16.0	23.0	10.0	15.0	1.0	0.0	0.0	0.0	5.0	5.0	6.0	5.0	0.0	3.0	4.0	8	0.0	0.0	0.0	1.0	284.0	556.0	102.0	211.0	44	63	2.0	4.0	1.0	1.0	1.0	5.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	5.0	10
TCGA-AO-A0JG	TCGA-AO-A0JG-10A	TCGA-AO-A0JG-01A	91902b84-7227-4b99-94a2-41cd270e8306	50fe15fb-5ffb-41d2-a931-59aa8b11ec98	10	12.0	0.0	0.0	0.0	7.0	1.0	6.0	0.0	8.0	0.0	0.0	1.0	3.0	13.0	49.0	12.0	20.0	3.0	8.0	2.0	2.0	2.0	8.0	0.0	5.0	1.0	1.0	53.0	105.0	21.0	67.0	15.0	66.0	14.0	8.0	4.0	2.0	3.0	1.0	2.0	1.0	12.0	16.0	26.0	9	23.0	11.0	0.0	3.0	12.0	11.0	3.0	8.0	53	10	9.0	14.0	5.0	13.0	4.0	4.0	9.0	18.0	6.0	9.0	14.0	8.0	3.0	9.0	20.0	4.0	42.0	4
TCGA-AO-A0JI	TCGA-AO-A0JI-10A	TCGA-AO-A0JI-01A	e6b3a701-5afe-4a08-9232-853c4d87d8d7	7825e7e2-bddd-4104-9334-a19f02c52d24	3	0.0	0.0	0.0	0.0	1.0	0.0	3.0	4.0	4.0	0.0	0.0	1.0	3.0	19.0	30.0	20.0	41.0	8.0	10.0	1.0	0.0	2.0	9.0	0.0	1.0	0.0	0.0	1.0	0.0	11.0	16.0	12.0	21.0	1.0	0.0	0.0	0.0	5.0	3.0	6.0	3.0	0.0	1.0	6.0	8	4.0	0.0	0.0	0.0	241.0	280.0	69.0	87.0	46	54	4.0	8.0	1.0	7.0	2.0	12.0	5.0	8.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	3
TCGA-AO-A0JJ	TCGA-AO-A0JJ-10A	TCGA-AO-A0JJ-01A	8b9338df-bfa8-4fc7-b897-1106a192eaf7	77f5ecb4-e6fa-4b39-8e09-7c8b565bc0d5	3	7.0	1.0	1.0	1.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	11.0	14.0	7.0	12.0	10.0	16.0	0.0	2.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	17.0	20.0	18.0	26.0	0.0	0.0	0.0	0.0	3.0	5.0	1.0	5.0	1.0	0.0	8.0	4	1.0	0.0	0.0	0.0	296.0	269.0	114.0	106.0	35	40	3.0	1.0	1.0	1.0	2.0	3.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	4
TCGA-AO-A0JM	TCGA-AO-A0JM-10A	TCGA-AO-A0JM-01A	a118b808-2706-4d8d-8665-9fdd30edae14	eba721d1-6d72-4d30-b58e-53eb8689472e	8	5.0	1.0	1.0	0.0	1.0	0.0	1.0	3.0	1.0	0.0	0.0	1.0	1.0	7.0	20.0	2.0	16.0	12.0	23.0	0.0	3.0	1.0	2.0	0.0	0.0	0.0	2.0	1.0	0.0	10.0	25.0	13.0	39.0	0.0	0.0	0.0	0.0	6.0	5.0	6.0	4.0	1.0	0.0	6.0	9	1.0	3.0	0.0	0.0	538.0	349.0	259.0	164.0	64	50	3.0	5.0	2.0	5.0	2.0	3.0	4.0	6.0	3.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	15.0	6
TCGA-AO-A124	TCGA-AO-A124-10A	TCGA-AO-A124-01A	5a8b68ba-195f-4f4c-a909-cdac9311226b	fbb58aea-eb0c-45c0-93ca-0822bb228072	8	4.0	0.0	1.0	1.0	1.0	1.0	3.0	0.0	2.0	0.0	0.0	2.0	1.0	8.0	10.0	3.0	6.0	1.0	4.0	1.0	0.0	2.0	3.0	0.0	0.0	1.0	0.0	29.0	27.0	18.0	12.0	11.0	11.0	12.0	12.0	0.0	1.0	1.0	5.0	3.0	4.0	7.0	8.0	8.0	31	12.0	10.0	0.0	0.0	3.0	1.0	0.0	2.0	14	24	2.0	5.0	1.0	2.0	1.0	1.0	8.0	8.0	0.0	4.0	2.0	3.0	2.0	4.0	5.0	3.0	10.0	12
TCGA-AO-A128	TCGA-AO-A128-10A	TCGA-AO-A128-01A	a12b4c8e-d52d-484f-8fd3-ff944a326a03	f1ed95c9-d0a3-4e1c-a58c-ac635fb31a17	10	39.0	0.0	0.0	1.0	1.0	10.0	2.0	5.0	0.0	0.0	0.0	1.0	1.0	23.0	8.0	10.0	6.0	1.0	14.0	1.0	2.0	2.0	8.0	1.0	0.0	2.0	0.0	12.0	3.0	23.0	7.0	26.0	4.0	22.0	54.0	0.0	1.0	0.0	2.0	0.0	1.0	1.0	3.0	12.0	10	10.0	31.0	0.0	1.0	0.0	2.0	0.0	0.0	75	125	6.0	9.0	2.0	20.0	2.0	8.0	4.0	9.0	0.0	3.0	3.0	0.0	1.0	0.0	22.0	47.0	56.0	109
TCGA-AO-A12A	TCGA-AO-A12A-10A	TCGA-AO-A12A-01A	0a289b23-f3c8-4c82-846f-201ea6e8f1ff	19bee895-b4bf-443e-8a00-3b7b2eae86a8	7	6.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	3.0	0.0	0.0	0.0	1.0	17.0	16.0	5.0	5.0	2.0	4.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	9.0	0.0	20.0	18.0	16.0	20.0	2.0	15.0	1.0	0.0	2.0	3.0	1.0	3.0	0.0	0.0	10.0	17	6.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	20	19	0.0	2.0	0.0	2.0	2.0	2.0	5.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	3.0	5.0	7.0	18
TCGA-AO-A12D	TCGA-AO-A12D-10A	TCGA-AO-A12D-01A	d1b0334a-0191-4959-a120-1502ec02cf64	375d0fc3-2e9f-4057-b22a-0f81a24d6c66	10	17.0	0.0	0.0	0.0	3.0	1.0	5.0	4.0	4.0	0.0	0.0	2.0	3.0	9.0	49.0	1.0	18.0	4.0	5.0	0.0	3.0	4.0	8.0	0.0	2.0	0.0	0.0	7.0	3.0	21.0	76.0	21.0	74.0	12.0	17.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	15.0	17	7.0	18.0	1.0	0.0	0.0	2.0	0.0	1.0	33	24	6.0	10.0	4.0	2.0	4.0	10.0	8.0	15.0	2.0	0.0	2.0	0.0	0.0	1.0	4.0	6.0	11.0	26
TCGA-AO-A12F	TCGA-AO-A12F-10A	TCGA-AO-A12F-01A	542647b0-af66-4d38-8e6b-ecf465e3e28b	9a18a6cc-20ff-4f8b-adf1-5254cf23c02a	2	7.0	1.0	0.0	1.0	2.0	0.0	6.0	1.0	5.0	0.0	0.0	0.0	0.0	9.0	25.0	5.0	23.0	2.0	7.0	1.0	0.0	1.0	2.0	6.0	1.0	0.0	0.0	26.0	1.0	5.0	4.0	7.0	2.0	7.0	20.0	0.0	0.0	1.0	1.0	1.0	2.0	4.0	1.0	4.0	14	6.0	10.0	0.0	0.0	2.0	0.0	0.0	1.0	6	28	1.0	2.0	2.0	5.0	3.0	4.0	4.0	5.0	4.0	1.0	4.0	1.0	4.0	0.0	4.0	13.0	1.0	16
TCGA-AO-A12H	TCGA-AO-A12H-10A	TCGA-AO-A12H-01A	b233fbe4-9e8b-4e14-9658-ad39d6b33c6c	b7e53d8c-0051-4f38-9139-9572e4a9add7	7	13.0	1.0	0.0	0.0	1.0	1.0	2.0	6.0	6.0	0.0	0.0	0.0	2.0	13.0	21.0	13.0	16.0	1.0	4.0	0.0	2.0	8.0	7.0	1.0	3.0	0.0	0.0	47.0	6.0	41.0	30.0	35.0	24.0	4.0	27.0	3.0	0.0	4.0	2.0	3.0	1.0	9.0	1.0	15.0	20	13.0	19.0	1.0	0.0	7.0	1.0	4.0	0.0	5	37	5.0	1.0	3.0	2.0	5.0	1.0	9.0	6.0	5.0	1.0	5.0	1.0	5.0	0.0	3.0	6.0	7.0	30
TCGA-AQ-A04H	TCGA-AQ-A04H-10A	TCGA-AQ-A04H-01B	695b412a-776f-477b-91c0-693725c1be2c	11d29f74-fbc4-4236-a800-38d36e11d9b2	4	4.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	1.0	0.0	1.0	3.0	0.0	39.0	2.0	12.0	1.0	3.0	4.0	4.0	0.0	3.0	1.0	4.0	0.0	0.0	0.0	36.0	7.0	36.0	4.0	10.0	2.0	12.0	19.0	0.0	0.0	2.0	4.0	1.0	3.0	4.0	14.0	13.0	27	22.0	15.0	1.0	1.0	6.0	3.0	4.0	1.0	14	9	6.0	0.0	6.0	1.0	12.0	1.0	7.0	3.0	3.0	3.0	1.0	3.0	2.0	1.0	2.0	3.0	4.0	22
TCGA-AQ-A04J	TCGA-AQ-A04J-10A	TCGA-AQ-A04J-01A	09595326-1be0-415c-9267-a02f13386910	88b9115a-aa60-42a8-9e17-6041b42bf448	14	11.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	3.0	2.0	1.0	3.0	6.0	4.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	14.0	9.0	2.0	9.0	0.0	2.0	43.0	20.0	0.0	0.0	6.0	4.0	4.0	4.0	4.0	1.0	33.0	43	13.0	4.0	0.0	0.0	2.0	0.0	0.0	1.0	29	25	0.0	4.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	3.0	2.0	10.0	7.0	13.0	5
TCGA-AR-A0TP	TCGA-AR-A0TP-10A	TCGA-AR-A0TP-01A	b1003c5e-d6db-4252-9b6d-591a3c97e2ac	68c49718-ba32-460d-83c5-8c46585785b4	5	16.0	0.0	0.0	5.0	1.0	5.0	0.0	4.0	5.0	0.0	0.0	4.0	0.0	27.0	18.0	16.0	11.0	3.0	5.0	1.0	1.0	6.0	3.0	2.0	2.0	0.0	0.0	31.0	1.0	19.0	10.0	20.0	13.0	26.0	21.0	1.0	1.0	2.0	2.0	3.0	1.0	3.0	0.0	27.0	14	19.0	7.0	0.0	0.0	6.0	0.0	3.0	1.0	47	24	6.0	3.0	3.0	3.0	3.0	3.0	4.0	5.0	1.0	0.0	5.0	1.0	1.0	1.0	13.0	8.0	42.0	14
TCGA-AR-A0TQ	TCGA-AR-A0TQ-10A	TCGA-AR-A0TQ-01A	7e089ffc-a3c6-4182-b14a-b0c75c829af2	fa0dae4d-1a1d-4b8e-92da-f3d05d7e8866	7	13.0	1.0	0.0	1.0	3.0	2.0	1.0	6.0	1.0	3.0	0.0	0.0	0.0	32.0	16.0	11.0	4.0	6.0	3.0	1.0	1.0	4.0	1.0	4.0	2.0	3.0	0.0	118.0	8.0	39.0	14.0	19.0	10.0	9.0	30.0	2.0	2.0	6.0	7.0	5.0	6.0	9.0	0.0	12.0	36	13.0	9.0	2.0	0.0	17.0	2.0	5.0	1.0	7	39	19.0	3.0	12.0	5.0	8.0	6.0	20.0	4.0	13.0	1.0	15.0	3.0	10.0	0.0	4.0	19.0	6.0	38
TCGA-AR-A0TR	TCGA-AR-A0TR-10A	TCGA-AR-A0TR-01A	1815349e-0f0b-4457-a133-5c436d2dd98c	554a443e-705a-48eb-98fe-050710dc06c4	7	16.0	0.0	1.0	0.0	1.0	2.0	1.0	2.0	4.0	0.0	2.0	3.0	1.0	14.0	19.0	12.0	6.0	4.0	8.0	0.0	1.0	1.0	0.0	1.0	2.0	1.0	0.0	8.0	2.0	5.0	6.0	8.0	7.0	27.0	42.0	0.0	1.0	5.0	1.0	3.0	1.0	1.0	1.0	33.0	7	6.0	9.0	0.0	0.0	1.0	3.0	0.0	0.0	44	47	4.0	9.0	3.0	4.0	6.0	4.0	5.0	9.0	1.0	0.0	0.0	1.0	1.0	0.0	19.0	12.0	48.0	44
TCGA-AR-A0TS	TCGA-AR-A0TS-10A	TCGA-AR-A0TS-01A	3690e8fc-774f-4e08-9ddd-82d34af25e7c	25d77023-6413-49f1-aa46-4abe08af1cca	4	11.0	0.0	0.0	2.0	3.0	2.0	5.0	3.0	5.0	0.0	0.0	0.0	2.0	13.0	39.0	3.0	19.0	1.0	6.0	0.0	0.0	2.0	5.0	2.0	0.0	0.0	0.0	8.0	3.0	24.0	24.0	12.0	16.0	16.0	16.0	0.0	0.0	2.0	7.0	0.0	7.0	1.0	2.0	5.0	19	6.0	8.0	0.0	0.0	1.0	2.0	1.0	1.0	19	30	3.0	5.0	1.0	5.0	1.0	3.0	2.0	8.0	0.0	2.0	2.0	1.0	1.0	0.0	7.0	4.0	7.0	21
TCGA-AR-A0TT	TCGA-AR-A0TT-10A	TCGA-AR-A0TT-01A	0e7eecdb-cdd9-4279-94ac-d8de84de13a4	34d45c12-049d-4576-bcca-e8f8934a360b	9	9.0	0.0	0.0	1.0	1.0	5.0	2.0	5.0	7.0	0.0	1.0	3.0	2.0	21.0	42.0	5.0	30.0	5.0	4.0	0.0	0.0	4.0	4.0	3.0	4.0	0.0	0.0	9.0	6.0	25.0	18.0	6.0	17.0	31.0	25.0	0.0	1.0	3.0	5.0	3.0	4.0	0.0	2.0	7.0	36	17.0	9.0	0.0	2.0	1.0	0.0	1.0	0.0	20	51	6.0	5.0	4.0	4.0	3.0	5.0	3.0	7.0	0.0	1.0	2.0	2.0	0.0	1.0	17.0	8.0	25.0	26
TCGA-AR-A0TU	TCGA-AR-A0TU-10A	TCGA-AR-A0TU-01A	9242d8fb-b3c4-4f63-b651-1f80cc5d01d7	4340f257-5aba-4820-bf20-64af0fce5f80	6	5.0	2.0	1.0	1.0	0.0	4.0	4.0	8.0	5.0	0.0	0.0	3.0	3.0	59.0	35.0	32.0	21.0	4.0	4.0	1.0	4.0	6.0	10.0	3.0	0.0	1.0	0.0	60.0	31.0	60.0	21.0	32.0	5.0	9.0	10.0	0.0	1.0	4.0	4.0	3.0	0.0	15.0	14.0	13.0	6	14.0	26.0	0.0	0.0	6.0	11.0	2.0	1.0	6	20	11.0	11.0	11.0	17.0	4.0	5.0	9.0	11.0	7.0	10.0	8.0	11.0	6.0	1.0	4.0	4.0	7.0	6
TCGA-AR-A0TV	TCGA-AR-A0TV-10A	TCGA-AR-A0TV-01A	2c2c4d4a-493b-455c-9959-90fa2ea3506c	82292c85-4be2-412e-9d29-5cabbb34b69a	15	15.0	0.0	0.0	70.0	2.0	217.0	10.0	363.0	14.0	3.0	0.0	246.0	9.0	1181.0	47.0	425.0	16.0	2.0	4.0	52.0	2.0	233.0	8.0	93.0	1.0	0.0	0.0	4.0	6.0	1600.0	68.0	1008.0	39.0	22.0	17.0	3.0	2.0	4.0	1.0	5.0	1.0	2.0	1.0	8.0	16	9.0	15.0	1.0	0.0	18.0	2.0	13.0	2.0	51	80	173.0	6.0	143.0	4.0	116.0	6.0	275.0	12.0	1.0	1.0	2.0	2.0	1.0	0.0	14.0	11.0	32.0	33
